"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Telangana","Siddipet","2022-09-26","2022","09","26.113542185","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-01","2022","09","23.1592654365","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-02","2022","09","23.1849874353","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-03","2022","09","22.1938363794","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-04","2022","09","21.296970728","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-05","2022","09","20.633081504","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-06","2022","09","20.0638535391","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-07","2022","09","19.6658484137","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-08","2022","09","24.2922338556","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-09","2022","09","25.5436073534","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-10","2022","09","29.7388671864","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-11","2022","09","30.0463356059","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-12","2022","09","28.8467481723","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-14","2022","09","25.7713590513","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-15","2022","09","24.4724028678","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-13","2022","09","27.1558239552","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-17","2022","09","22.3008087563","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-16","2022","09","23.2614927805","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-18","2022","09","21.5036810526","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-19","2022","09","22.7372271426","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-20","2022","09","27.6677847326","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-21","2022","09","25.4210421675","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-22","2022","09","24.2592796841","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-23","2022","09","23.6140514335","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-24","2022","09","22.7047261434","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-25","2022","09","21.83174139","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-27","2022","09","27.1363004305","NRSC VIC MODEL"
"Telangana","Suryapet","2022-09-26","2022","09","21.075247478","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-01","2022","09","27.474756475","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-02","2022","09","27.3965341329","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-03","2022","09","26.6234587718","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-04","2022","09","30.7379034253","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-05","2022","09","29.4552288585","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-06","2022","09","28.5433583089","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-07","2022","09","29.3443966624","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-08","2022","09","34.0849587455","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-09","2022","09","33.3993240349","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-10","2022","09","33.4917244441","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-11","2022","09","33.9315535322","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-12","2022","09","33.7212181699","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-14","2022","09","31.8553793726","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-15","2022","09","30.2568235874","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-13","2022","09","33.5752262133","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-17","2022","09","28.2950743171","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-16","2022","09","29.2051773511","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-18","2022","09","27.5537320285","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-19","2022","09","27.0293615778","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-20","2022","09","27.3425064325","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-21","2022","09","26.680001479","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-22","2022","09","26.5896349561","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-23","2022","09","26.1780526915","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-24","2022","09","25.6513682477","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-25","2022","09","25.1669885794","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-27","2022","09","28.3135212621","NRSC VIC MODEL"
"Telangana","Vikarabad","2022-09-26","2022","09","24.7055199695","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-01","2022","09","22.5778604065","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-02","2022","09","21.8748190851","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-03","2022","09","21.1484782718","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-04","2022","09","20.3440795737","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-05","2022","09","26.2247879654","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-06","2022","09","24.8704140073","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-07","2022","09","26.9086560935","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-08","2022","09","26.242050143","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-09","2022","09","25.1932533962","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-10","2022","09","26.4905138218","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-11","2022","09","28.1663783699","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-12","2022","09","27.3724130997","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-14","2022","09","24.4075678131","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-15","2022","09","23.0448586859","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-13","2022","09","25.7921996389","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-17","2022","09","21.2278406607","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-16","2022","09","22.0436155151","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-18","2022","09","20.4079602553","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-19","2022","09","19.8360723547","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-20","2022","09","19.6538302512","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-21","2022","09","19.0859584271","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-22","2022","09","18.5888753489","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-23","2022","09","18.071306276","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-24","2022","09","17.5560420033","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-25","2022","09","17.0238908621","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-27","2022","09","17.4521807588","NRSC VIC MODEL"
"Telangana","Wanaparthy","2022-09-26","2022","09","17.8954327746","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-01","2022","09","26.3572329007","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-02","2022","09","26.0584129707","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-03","2022","09","25.0252286856","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-04","2022","09","24.9910959452","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-05","2022","09","26.5802479662","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-06","2022","09","25.2800892118","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-07","2022","09","24.3921099284","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-08","2022","09","26.901229407","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-09","2022","09","26.6168123186","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-10","2022","09","31.698295876","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-11","2022","09","32.5772502695","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-12","2022","09","32.5156547056","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-14","2022","09","29.3589075824","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-15","2022","09","27.6923777818","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-13","2022","09","31.3468290328","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-17","2022","09","25.3480478916","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-16","2022","09","26.3571268344","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-18","2022","09","24.6166118803","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-19","2022","09","24.429394587","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-20","2022","09","28.1037082372","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-21","2022","09","29.1616340366","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-22","2022","09","28.5513380241","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-23","2022","09","29.6778265314","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-24","2022","09","28.162579012","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-25","2022","09","26.6253395661","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-27","2022","09","29.4202744989","NRSC VIC MODEL"
"Telangana","Warangal Rural","2022-09-26","2022","09","25.4880193815","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-01","2022","09","21.6220844957","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-02","2022","09","20.9057662835","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-03","2022","09","20.0852910306","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-04","2022","09","21.0446883855","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-05","2022","09","20.4449932958","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-06","2022","09","19.6372135562","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-07","2022","09","19.3527990452","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-08","2022","09","20.797981467","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-09","2022","09","20.2048203481","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-10","2022","09","26.2598261018","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-11","2022","09","27.9635544264","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-12","2022","09","28.3707838236","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-14","2022","09","25.723440002","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-15","2022","09","24.4375179223","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-13","2022","09","27.3941012708","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-17","2022","09","22.2674028777","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-16","2022","09","23.2930013893","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-18","2022","09","21.8778457336","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-19","2022","09","21.3237458036","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-20","2022","09","25.124760592","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-21","2022","09","23.7633655539","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-22","2022","09","23.0888537855","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-23","2022","09","23.2939115489","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-24","2022","09","22.2391088552","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-25","2022","09","21.3258341404","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-27","2022","09","21.7616447555","NRSC VIC MODEL"
"Telangana","Warangal Urban","2022-09-26","2022","09","20.5474040738","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-01","2022","09","25.5937050228","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-02","2022","09","24.6263025421","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-03","2022","09","23.7034558012","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-04","2022","09","23.1132564494","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-05","2022","09","22.3759539472","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-06","2022","09","22.8462128441","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-07","2022","09","23.8197471091","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-08","2022","09","27.7797422802","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-09","2022","09","28.0232777644","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-10","2022","09","30.2111959252","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-11","2022","09","30.5935199115","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-12","2022","09","30.6467825826","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-14","2022","09","27.9218658946","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-15","2022","09","26.41282527","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-13","2022","09","29.5180010813","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-17","2022","09","24.2325066294","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-16","2022","09","25.0988446958","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-18","2022","09","25.2418276577","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-19","2022","09","24.4657150489","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-20","2022","09","26.3828462347","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-21","2022","09","25.447565717","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-22","2022","09","24.547316162","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-23","2022","09","23.9207198541","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-24","2022","09","22.9995352962","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-25","2022","09","22.1330939473","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-27","2022","09","26.9225353334","NRSC VIC MODEL"
"Telangana","Yadadri Bhuvanagiri","2022-09-26","2022","09","21.3897768107","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-01","2022","09","22.2162498521","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-02","2022","09","21.772804952","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-03","2022","09","21.1640512755","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-04","2022","09","22.0093526491","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-05","2022","09","22.4244254953","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-06","2022","09","22.4101016141","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-07","2022","09","22.4700699441","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-08","2022","09","23.9271790609","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-11","2022","09","27.8087505877","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-09","2022","09","22.3822261378","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-10","2022","09","26.5721162547","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-12","2022","09","27.335292725","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-13","2022","09","26.0864742309","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-14","2022","09","27.0911814753","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-15","2022","09","27.1123292516","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-16","2022","09","26.262999079","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-17","2022","09","24.818367383","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-19","2022","09","26.795984439","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-18","2022","09","23.7859739432","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-20","2022","09","25.297141969","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-21","2022","09","23.7663373407","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-22","2022","09","22.5068457635","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-23","2022","09","26.3867246278","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-25","2022","09","25.8307288169","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-24","2022","09","25.509756161","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-27","2022","09","25.6339879802","NRSC VIC MODEL"
"Tripura","Dhalai","2022-09-26","2022","09","24.8433867709","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-01","2022","09","22.7365794797","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-02","2022","09","22.6176181416","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-03","2022","09","22.2243809144","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-04","2022","09","24.1003031776","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-05","2022","09","26.3302377813","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-06","2022","09","24.929878658","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-07","2022","09","24.1040595099","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-08","2022","09","26.3760245875","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-11","2022","09","27.8410316869","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-09","2022","09","25.2875706484","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-10","2022","09","28.2117601197","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-12","2022","09","26.7297474152","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-13","2022","09","25.5072285448","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-14","2022","09","28.0082341218","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-15","2022","09","27.6554859473","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-16","2022","09","26.6080155443","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-17","2022","09","25.2795828395","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-19","2022","09","28.7182315932","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-18","2022","09","27.6919582726","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-20","2022","09","27.5891056886","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-21","2022","09","25.799912938","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-22","2022","09","24.3489757706","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-23","2022","09","26.6285040335","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-25","2022","09","27.1046774969","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-24","2022","09","25.7334827583","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-27","2022","09","28.0612640557","NRSC VIC MODEL"
"Tripura","Gomati","2022-09-26","2022","09","25.7518258471","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-01","2022","09","22.6191872225","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-02","2022","09","22.0462788305","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-03","2022","09","22.0302327555","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-04","2022","09","23.2706701951","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-05","2022","09","24.2466483893","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-06","2022","09","23.9901710532","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-07","2022","09","24.2441151603","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-08","2022","09","24.7251073132","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-11","2022","09","27.9759558748","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-09","2022","09","23.0677880391","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-10","2022","09","26.9389975298","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-12","2022","09","27.4714995128","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-13","2022","09","26.5562853538","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-14","2022","09","27.8482144247","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-15","2022","09","28.081939945","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-16","2022","09","27.5720170235","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-17","2022","09","26.2404454076","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-19","2022","09","28.0005583043","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-18","2022","09","25.0139785358","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-20","2022","09","26.6168631431","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-21","2022","09","24.7569463175","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-22","2022","09","23.3126533417","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-23","2022","09","26.8469463665","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-25","2022","09","27.0438681106","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-24","2022","09","26.5111597081","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-27","2022","09","26.3873189238","NRSC VIC MODEL"
"Tripura","Khowai","2022-09-26","2022","09","25.7907535811","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-01","2022","09","22.974323263","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-02","2022","09","22.5905868069","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-03","2022","09","22.4211098534","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-04","2022","09","23.1219854638","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-05","2022","09","22.6101424739","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-06","2022","09","24.2360061741","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-07","2022","09","23.2903902605","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-08","2022","09","24.5956675459","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-11","2022","09","28.0006744694","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-09","2022","09","22.9136736251","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-10","2022","09","26.4389473656","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-12","2022","09","27.8095422974","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-13","2022","09","27.1430824838","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-14","2022","09","27.6564203548","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-15","2022","09","26.8152213059","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-16","2022","09","25.2776822647","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-17","2022","09","24.7962798432","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-19","2022","09","24.2755153319","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-18","2022","09","23.4024460006","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-20","2022","09","23.6914437277","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-21","2022","09","23.8546738079","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-22","2022","09","22.724964345","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-23","2022","09","23.979564265","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-25","2022","09","23.2879498604","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-24","2022","09","22.7214172578","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-27","2022","09","22.616483657","NRSC VIC MODEL"
"Tripura","North Tripura","2022-09-26","2022","09","22.6017759068","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-01","2022","09","16.3406970587","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-02","2022","09","20.2163674732","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-03","2022","09","19.5123540291","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-04","2022","09","21.497164537","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-05","2022","09","21.1569634235","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-06","2022","09","20.0888775391","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-07","2022","09","19.7913801384","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-08","2022","09","22.3028298618","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-11","2022","09","24.4552880166","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-09","2022","09","23.4011606154","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-10","2022","09","24.1541244301","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-12","2022","09","23.3683062801","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-13","2022","09","23.0930852529","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-14","2022","09","24.9561887868","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-15","2022","09","25.4524064368","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-16","2022","09","25.1132962061","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-17","2022","09","24.1109158632","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-19","2022","09","24.8019621664","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-18","2022","09","24.4474153115","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-20","2022","09","23.2724101339","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-21","2022","09","21.5601003151","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-22","2022","09","20.1832209118","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-23","2022","09","20.4098490319","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-25","2022","09","22.8784653095","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-24","2022","09","20.5107714181","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-27","2022","09","22.1279454401","NRSC VIC MODEL"
"Tripura","Sepahijala","2022-09-26","2022","09","21.5265266177","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-01","2022","09","15.5596513212","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-02","2022","09","16.8510881283","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-03","2022","09","16.3643307765","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-04","2022","09","16.7266313862","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-05","2022","09","18.6158549086","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-06","2022","09","17.9810479163","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-07","2022","09","17.1715792459","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-08","2022","09","17.0958698039","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-11","2022","09","21.0660181272","NRSC VIC MODEL"
"Tripura","South Tripura","2022-09-09","2022","09","18.4822132594","NRSC VIC MODEL"
